ID,Timestamp,PID,PLAT,CTX,DESCRIPTION,TEXT EN,TEMP,INTENT,TRIGGERS,CAUS,ALGO_CAUSE,PB1,PB2,RESP_CONSEQ,FUTURE_USE,ARTIST_HARM
18,01/12/2025 12:30:03,60e5d3a91561c1746aa12a5e,Spotify,Stavo cercando qualcosa di specifico,"Ho aperto Spotify per cercare se era uscito un album e l'unico presente nella sezione ""nuove uscite"" era un album di ed Sheeran, come contenuto sponsorizzato. Non è un artista che ascolto, e pago Spotify per non avere pubblicità ","I opened Spotify to see if any new albums had been released, and the only one listed in the “new releases” section was an Ed Sheeran album, as sponsored content. He's not an artist I listen to, and I pay for Spotify so I don't have to see adverts. ",PRE,ACTIVE,TR1_Presentation,NO,2,"Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",NO,3,4
19,01/12/2025 16:22:28,601705a0246e51313e8ed38e,Spotify,Ascolto passivo,"  Ho visto suggerimenti di brani da artisti che non conoscevo solamente dopo parecchio tempo, questo in una radio di un brano. Avrei preferito vedere artisti a me sconosciuti già dalle prime raccomandazioni.","I only saw suggestions for songs by artists I didn't know after quite some time, and that was on a radio station playing one song. I would have preferred to see artists unknown to me right from the first recommendations.",POST,ACTIVE,TR2_Collection,NO,4,"Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso","Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",YES,3,3
20,01/12/2025 19:07:18,5e68bd3b003be1000c6c4d25,Instagram,Stavo scrollando,Stavo scrollando i reel di instagram e sono incappato nell’ennesimo reel su clara anche se non è un’artista che ascolto o apprezzo,"I was scrolling through Instagram reels and stumbled upon yet another reel about Clara, even though she's not an artist I listen to or appreciate.",PRE,PASSIVE,TR1_Presentation,NO,2,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti","Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme",NO,2,4
21,01/12/2025 20:51:32,5e68bd3b003be1000c6c4d25,Instagram,Stavo scrollando,Mi è apparsa Sabrina carpenter con la solita espresso super spammata,Sabrina Carpenter appeared to me with her usual super-spammed espresso.,PRE,PASSIVE,TR1_Presentation,NO,2,"La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo","Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",NO,2,4
22,01/12/2025 21:15:14,60ddf71e95896d2595f0e1a5,Spotify,Ascolto passivo,"Mi è apparso un pop up di un nuovo disco consigliato per me, di un artista sconosciuto che non ascolto di solito","A pop-up appeared recommending a new album for me, by an unknown artist that I don't usually listen to.",PRE,PASSIVE,TR1_Presentation,NO,2,Ho notato una sovrarappresentazione di artisti maschili o generi mainstream,"Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias",NO,3,2
23,01/12/2025 21:24:46,60ddf71e95896d2595f0e1a5,Spotify,Ascolto passivo,Scrollando ho notato che le “novità del venerdi” era una playlist di canzoni già virali,"While scrolling, I noticed that the “Friday Releases” playlist consisted of songs that were already viral.",PRE,PASSIVE,TR2_Collection,NO,4,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, La piattaforma sembrava promuovere canzoni già virali o molto popolari",Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti,NO,3,5
24,01/12/2025 22:26:01,6734c4c9540c828f442d4308,Spotify,Ascolto passivo,"Playlist non completata, ripetizioni delle stesse canzoni. Stavo guidando e quindi non ho reagito","The playlist wasn’t completed, with repetitions of the same songs. I was driving, so I didn’t react.",POST,PASSIVE,TR2_Collection,NO,5,Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo,Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo,YES,3,3
25,01/12/2025 22:28:03,6734c4c9540c828f442d4308,Instagram,Stavo cercando qualcosa di specifico,È comparsa una pubblicità con all'interno una hit estiva,An advert featuring a summer hit has appeared.,PRE,ACTIVE,TR1_Presentation,NO,3,Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti,Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti,NO,2,3
26,01/12/2025 22:44:38,601705a0246e51313e8ed38e,Spotify,Ascolto passivo,"Mi è stato proposto un artista a me sconosciuto solo dopo sei canzoni, tendendo generalmente a consigliarmi artisti a me già noti.","An artist unknown to me was suggested to me only after six songs, generally tending to recommend artists already known to me.",POST,PASSIVE,TR2_Collection,NO,5,"Ho visto pochissime artiste donne o artisti non occidentali essere consigliati, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Non vengono proposti artisti nuovi spesso.",Mi sono sentito “intrappolatə” in un loop di contenuti già familiari,NO,3,3
27,01/12/2025 22:46:02,60ddf71e95896d2595f0e1a5,Spotify,Ascolto passivo,"Mi viene consigliato un mix di kendrik lamar, ma non lo ascolto mai ed è già molto molto famoso di suo","I'm recommended a Kendrick Lamar mix, but I never listen to him and he's already very, very famous in his own right.",PRE,PASSIVE,TR1_Presentation,NO,1,Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti,Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti,NO,2,5
28,01/12/2025 23:17:41,601705a0246e51313e8ed38e,Spotify,Stavo cercando qualcosa di specifico,"Ho notato le stesse raccomandazioni in radio diverse, nonostante la canzone di partenza non era poi così simile.","I noticed the same recommendations across different radios, even though the starting songs weren’t that similar.",PRE,ACTIVE,TR2_Collection,NO,4,Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo,"Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,3,4
29,02/12/2025 01:34:34,6056beff1b9debccd57761e0,YouTube,Stavo scrollando,"Ho interagito con dei contenuti di un musical che è uscito da poco sl cinema (wicked) e, per quanto sia interessanta, continuano ad uscirmi solo video a riguardo e di ariana grande (che è co-protagonista nel film). ","I interacted with content from a musical that was recently released in cinemas (Wicked) and, as interesting as it is, I keep seeing only videos about it and Ariana Grande (who co-stars in the film). ",PRE,PASSIVE,TR1_Presentation,YES,3,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo","Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,3,5
30,02/12/2025 01:39:48,6056beff1b9debccd57761e0,YouTube,Stavo scrollando,"Mentre scrollo su shorts di youtube, mi escono a volte contenuti o video di artisti che io non ascolto ma che sono particolarmente famosi di recente come Sabrina Carpenter","While scrolling through YouTube shorts, I sometimes come across content or videos by artists I don't listen to but who are particularly famous recently, such as Sabrina Carpenter.",PRE,PASSIVE,TR1_Presentation,NO,3,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,3,5
31,02/12/2025 08:09:12,60e5d3a91561c1746aa12a5e,Spotify,Stavo cercando qualcosa di specifico,Tre playlist diverse promosse da Spotify tutte con lo stesso artista in copertina,"Three different playlists promoted by Spotify, all featuring the same artist on the cover",PRE,ACTIVE,TR1_Presentation,NO,3,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream","Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,2,3
32,02/12/2025 11:23:35,6734c4c9540c828f442d4308,Spotify,Ascolto passivo,"Ascoltavo una playlist, e mi sono stati consigliati brani che non erano inseriti in quest'ultima ","I was listening to a playlist, and I was recommended tracks that weren’t included in it.",POST,PASSIVE,TR3_Continuation,NO,4,Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso,Mi sono sentito “intrappolatə” in un loop di contenuti già familiari,NO,3,4
33,02/12/2025 11:29:55,6734c4c9540c828f442d4308,TikTok,Stavo scrollando,"Con i vari trend in corso, può capitare che capitino sempre le stesse canzoni di sfondo ai video ","With the various trends currently underway, it may happen that the same background songs are always used in videos. ",PRE,PASSIVE,TR1_Presentation,YES,2,La piattaforma sembrava promuovere canzoni già virali o molto popolari,Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme,NO,4,3
34,02/12/2025 12:15:30,67235c9d9d3b60d42012c74a,Spotify,Stavo cercando qualcosa di specifico,"Ho cercato un mix rock ma non conteneva musica rock, solo musica che ascolto già solitamente","I searched for a rock mix, but it didn’t contain rock music—only music that I usually already listen to",PRE,ACTIVE,TR2_Collection,NO,4,"Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso","Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,3,4
35,02/12/2025 14:11:56,60ddf71e95896d2595f0e1a5,Spotify,Ascolto passivo,"Nella “musica consigliata per oggi” ho notato che ci sono prevalentemente artisti uomini, di generi che non ascolto solitamente. Ho ignorato il suggerimento ","In the “recommended music for today” section, I noticed that there are mainly male artists, from genres that I don't usually listen to. I ignored the suggestion. ",PRE,PASSIVE,TR1_Presentation,NO,2,Ho notato una sovrarappresentazione di artisti maschili o generi mainstream,Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias,YES,2,4
36,02/12/2025 14:16:34,60ddf71e95896d2595f0e1a5,Spotify,Stavo cercando qualcosa di specifico,"La playlist di “hit rap italiane” ha secondo me più del 90% canzoni di artisti maschili, anche vecchie, piuttosto che canzoni di artiste donne che magari sono virali. Ho dovuto scorrere fino alla dodicesima canzone per trovare  un brano di Anna","In my opinion, the “Hit Rap Italiane” playlist has over 90% songs by male artists, even older ones, rather than songs by female artists who might be viral. I had to scroll down to the twelfth track to find a song by Anna.",PRE,ACTIVE,TR2_Collection,NO,5,Ho notato una sovrarappresentazione di artisti maschili o generi mainstream,Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias,YES,2,5
37,02/12/2025 15:12:59,60e5d3a91561c1746aa12a5e,Spotify,Stavo cercando qualcosa di specifico,"Stavo cercando la playlist mix di un cantante, che dovrebbe mettere assieme un tot di brani di quel cantante e poi di artisti vari nello stesso genere. C'erano, su 50 brani, solo 4 brani di donne. Altri tre invece erano dello stesso artista che c'entra ben poco, che però è molto famoso e spinto molto su social e piattaforme","I was looking for a mix playlist of a singer, which is supposed to combine a number of tracks by that singer and then songs by various artists in the same genre. Out of 50 tracks, only 4 were by women. Another three were by the same artist who has little to do with the genre, but is very famous and heavily promoted on social media and platforms.",PRE,ACTIVE,TR2_Collection,NO,4,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, Ho visto pochissime artiste donne o artisti non occidentali essere consigliati","Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo.",NO,2,5
38,02/12/2025 16:22:43,6582f5dfb83c230e72711bbd,YouTube Music,Ascolto passivo,Stavo sentendo canzoni di genere hyperpop (di per sè molto underground) e a un certo punto mi sono spuntate delle canzoni di massimo pericolo e Leon faun che non c entrano praticamente niente,"I was listening to hyperpop songs (which are quite underground), and at some point, tracks by Massimo Pericolo and Leon Faun showed up, which have practically nothing to do with it.",POST,PASSIVE,TR3_Continuation,NO,3,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso","Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",NO,2,4
39,02/12/2025 16:25:30,6582f5dfb83c230e72711bbd,YouTube Music,Stavo cercando qualcosa di specifico,Stavo ascoltando una canzone di xcarne che tral altro è una parodia e mi sono spuntati nei consigliati i linking park che non sono neanche pop/trap e salmo,"I was listening to a song by Xcarne, which is actually a parody, and in the recommended tracks Linkin Park appeared—even though they’re not pop/trap—along with Salmo.",POST,ACTIVE,TR3_Continuation,NO,5,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari",NO,3,4
40,02/12/2025 16:43:12,5e68bd3b003be1000c6c4d25,Instagram,Stavo scrollando,Mi è apparso un reel con ariana grande che mi sembra abbastanza lontana dai miei gusti,"A reel appeared with Ariana Grande, which seems quite far from my tastes.",PRE,PASSIVE,TR1_Presentation,NO,2,"Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, La piattaforma sembrava promuovere canzoni già virali o molto popolari",Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti,NO,2,4
41,02/12/2025 17:02:36,5e68bd3b003be1000c6c4d25,Instagram,Stavo scrollando,È apparso un reel su dua lipa,A reel appeared on Dua Lipa.,PRE,PASSIVE,TR1_Presentation,NO,2,"Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo, Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti, La piattaforma sembrava promuovere canzoni già virali o molto popolari","Le raccomandazioni non sembravano evolvere nemmeno dopo aver cambiato ciò che ascoltavo, Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias, Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",NO,2,4
42,02/12/2025 22:30:45,60ddf71e95896d2595f0e1a5,Spotify,Stavo cercando qualcosa di specifico,"Mi viene consigliato un album di Sfera ebbasta, già molto famoso e particolarmente vecchio, il che mi lascia stupita ","I am recommended an album by Sfera Ebbasta, already very famous and particularly old, which leaves me amazed. ",PRE,ACTIVE,TR1_Presentation,NO,4,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, La piattaforma sembrava promuovere canzoni già virali o molto popolari",Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo,YES,2,5
43,02/12/2025 22:54:11,67235c9d9d3b60d42012c74a,Spotify,Ascolto passivo,Spotify mi propone Taylor Swift che io non ho mai ascoltato solo perché é molto popolare,"Spotify suggests Taylor Swift to me, whom I have never listened to, just because she is very popular.",PRE,PASSIVE,TR1_Presentation,YES,4,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Ho notato una sovrarappresentazione di artisti maschili o generi mainstream, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti","Il sistema sembrava ignorare scene musicali diverse o di nicchia a cui tengo., Ho trovato lo stesso contenuto “di tendenza” su diverse piattaforme, Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti",NO,3,3
44,02/12/2025 22:55:55,67235c9d9d3b60d42012c74a,Spotify,Ascolto passivo,"Spotify, tra i brani consigliati, mi consiglia solo brani che sono già tra i miei like.","On Spotify, among the recommended tracks, it only suggests songs that are already in my likes.",POST,PASSIVE,TR3_Continuation,YES,3,"Ho trovato difficile scoprire qualcosa di veramente nuovo o diverso, La piattaforma sembrava promuovere canzoni già virali o molto popolari, Il sistema continuava a mostrarmi artisti o brani simili risultando ripetitivo","Mi sono sentito “intrappolatə” in un loop di contenuti già familiari, Le raccomandazioni mi sono sembrate stereotipate o influenzate da bias",NO,3,4
45,02/12/2025 22:57:37,6646052f36c0bd14aafa0f0f,Spotify,Stavo scrollando,"Stavo scrollando nella home di Spotify, e ho notato le “Stazioni radio più popolari”. Fra queste stazioni radio consigliate ci sono artisti che non ascolto molto, come Jovanotti","I was scrolling through the Spotify home page and noticed the “Most Popular Radio Stations”. Among these recommended radio stations are artists I don't listen to much, such as Jovanotti.",PRE,PASSIVE,TR1_Presentation,NO,2,"Non ne sono sicurə ma ha catturato la mia attenzione per qualche motivo, Ho percepito che artisti commerciali o di grandi etichette erano favoriti rispetto agli indipendenti",Sembrava che la raccomandazione fosse pensata per promuovere qualcosa piuttosto che adattarsi ai miei gusti,NO,3,4
